Title,Year,Genre,Rating,Budget,Lifetime_Revenue
 Mulholland Drive,2001,"Thriller, Drama, Mystery",7.9,"$15,000,000.00","$20,289,986.00"
 Drive,2017,"Action, Drama, History",7.8,"$12,820,005.00","$81,927,980.00"
 The Man Who Invented Christmas,2017,"Drama, History, Comedy, Family",7.0,"$17,000,000.00","$8,100,000.00"
 The Lord of the Rings: The Two Towers,2002,"Adventure, Fantasy, Action",8.8,"$79,000,000.00","$926,287,400.00"
 Sisu,2022,"Action, War, Adventure",6.9,"$6,200,000.00","$13,000,000.00"
 Superbad,2007,Comedy,7.6,"$20,000,000.00","$170,800,000.00"
 Ghostbusters,2024,"Fantasy, Adventure, Comedy",7.8,"$100,000,000.00","$201,856,657.00"
" Planes, Trains & Automobiles",1987,Comedy,7.6,"$15,000,000.00","$49,500,000.00"
 Green Lantern,2011,"Adventure, Action, Thriller, Science Fiction",5.5,"$200,000,000.00","$219,851,172.00"
 Cruella,2021,"Comedy, Crime, Family, Adventure",7.3,"$200,000,000.00","$233,503,234.00"
Harry Potter and the Deathly Hallows: Part 1,2010,"Adventure, Fantasy",7.7,"$250,000,000.00","$954,305,868.00"
 Where the Crawdads Sing,2022,"Drama, Mystery, Romance",7.2,"$24,000,000.00","$144,353,965.00"
 The Abyss,1989,"Adventure, Action, Thriller, Science Fiction",7.5,"$70,000,000.00","$90,000,098.00"
 The Godfather Part II,1974,"Drama, Crime",9.0,"$13,000,000.00","$102,600,000.00"
 The Fifth Element,1997,"Science Fiction, Action, Adventure",7.6,"$90,000,000.00","$263,920,180.00"
 Black Adam,2022,"Action, Adventure, Science Fiction",6.2,"$200,000,000.00","$393,452,111.00"
 Mr. & Mrs. Smith,2005,"Action, Comedy, Drama, Thriller",6.5,"$110,000,000.00","$487,300,000.00"
 Memento,2000,"Mystery, Thriller",8.4,"$9,000,000.00","$40,047,236.00"
 Avatar,2022,"Science Fiction, Adventure, Action",7.9,"$460,000,000.00","$2,320,250,281.00"
65,2023,"Action, Adventure, Science Fiction",5.4,"$45,000,000.00","$55,000,000.00"
 Paper Moon,1973,"Comedy, Crime, Drama",8.1,"$2,500,000.00","$30,900,000.00"
 The Nun II,2023,Horror,5.6,"$38,500,000.00","$269,667,073.00"
 Boyz n the Hood,1991,"Crime, Drama",7.8,"$6,500,000.00","$57,504,069.00"
 The Dreamers,2003,"Drama, Romance",7.1,"$15,000,000.00","$15,100,000.00"
 The Bikeriders,2023,"Crime, Drama",7.6,"$40,000,000.00","$35,971,858.00"
 Deadpool,2024,"Action, Comedy, Science Fiction",8.0,"$200,000,000.00","$1,338,071,348.00"
 Alien: Covenant,2017,"Science Fiction, Horror, Thriller",6.4,"$97,000,000.00","$240,891,763.00"
Kill Bill: Vol. 1,2003,"Action, Crime",8.2,"$30,000,000.00","$180,906,076.00"
 Last Night in Soho,2021,"Horror, Mystery, Thriller",7.0,"$43,000,000.00","$22,957,625.00"
 Ready or Not,2019,"Horror, Comedy",6.9,"$6,000,000.00","$57,600,000.00"
 The Hobbit: An Unexpected Journey,2012,"Adventure, Fantasy, Action",7.8,"$250,000,000.00","$1,021,103,568.00"
 Hidden Figures,2016,"Drama, History",7.8,"$25,000,000.00","$236,000,000.00"
 Good Boys,2019,Comedy,6.7,"$20,000,000.00","$111,037,232.00"
 Point Break,2015,"Action, Adventure, Crime, Thriller",7.3,"$105,000,000.00","$133,782,481.00"
 Skyfall,2012,"Action, Adventure, Thriller",7.8,"$200,000,000.00","$1,108,594,176.00"
 The Hateful Eight,2015,"Drama, Mystery, Western",7.8,"$44,000,000.00","$155,760,117.00"
2001: A Space Odyssey,1968,"Science Fiction, Mystery, Adventure",8.3,"$12,000,000.00","$71,923,560.00"
 Meet Me in St. Louis,1944,"Comedy, Drama, Romance, Family",7.5,"$1,707,561.00","$7,566,000.00"
 Birds of Prey,2020,"Action, Crime",6.1,"$75,000,000.00","$205,537,933.00"
 The Nutcracker and the Four Realms,2018,"Fantasy, Adventure, Family",5.6,"$120,000,000.00","$59,500,000.00"
 The Great Gatsby,2013,"Drama, Romance",7.2,"$105,000,000.00","$351,040,419.00"
 The Usual Suspects,1995,"Drama, Crime, Thriller",8.5,"$6,000,000.00","$23,300,000.00"
 Me Before You,2016,"Drama, Romance",7.4,"$20,000,000.00","$207,945,075.00"
 Free Guy,2021,"Comedy, Adventure, Science Fiction",7.1,"$110,000,000.00","$331,526,598.00"
 Dead Poets Society,1989,Drama,8.1,"$16,400,000.00","$235,900,000.00"
 Harry Potter and the Order of the Phoenix,2007,"Adventure, Fantasy",7.5,"$150,000,000.00","$938,212,738.00"
 From Dusk Till Dawn,1996,"Horror, Action, Thriller, Crime",7.2,"$19,000,000.00","$25,800,000.00"
 Kong: Skull Island,2017,"Action, Adventure, Fantasy",6.7,"$185,000,000.00","$566,652,812.00"
 A Beautiful Mind,2001,"Drama, Romance",8.2,"$58,000,000.00","$316,800,000.00"
 Thor: Love and Thunder,2022,"Fantasy, Action, Comedy",6.2,"$250,000,000.00","$760,900,000.00"
 Dazed and Confused,1993,"Comedy, Drama",7.6,"$6,900,000.00","$8,000,000.00"
 Sicario,2018,"Action, Crime, Thriller",7.7,"$35,000,000.00","$75,836,683.00"
 The Mist,2007,"Horror, Science Fiction, Thriller",7.1,"$18,000,000.00","$57,470,220.00"
 Indiana Jones and the Temple of Doom,1984,"Adventure, Action",7.5,"$28,000,000.00","$333,000,000.00"
 Shazam!,2019,"Action, Comedy, Fantasy",7.0,"$80,000,000.00","$367,799,011.00"
 Smile,2024,"Horror, Mystery",6.5,"$28,000,000.00","$138,038,364.00"
 Kandahar,2023,"Action, Thriller",6.1,"$30,000,000.00","$9,400,000.00"
 A Bad Moms Christmas,2017,Comedy,5.6,"$28,000,000.00","$130,560,428.00"
 Lady Bird,2017,"Drama, Comedy",7.4,"$10,000,000.00","$79,000,000.00"
 The Exorcist,2023,"Horror, Thriller",8.1,"$18,000,000.00","$76,987,621.00"
 Network,2010,Drama,8.1,"$40,000,000.00","$224,920,315.00"
 It,2024,"Romance, Drama",7.3,"$25,000,000.00","$350,018,266.00"
 Scream VI,2023,"Horror, Crime, Thriller",6.5,"$35,000,000.00","$168,961,389.00"
 Excalibur,1981,"Adventure, Fantasy",7.3,"$11,000,000.00","$35,000,000.00"
 Guardians of the Galaxy,2023,"Science Fiction, Adventure, Action",8.0,"$250,000,000.00","$845,600,000.00"
 The Terminator,1984,"Action, Thriller, Science Fiction",8.1,"$6,400,000.00","$78,371,200.00"
 The Place Beyond the Pines,2013,"Drama, Crime",7.3,"$15,000,000.00","$47,135,966.00"
 The Thing,1982,"Horror, Mystery, Science Fiction",8.2,"$15,000,000.00","$19,629,760.00"
 RoboCop,1987,"Action, Thriller, Science Fiction",7.6,"$13,000,000.00","$53,424,681.00"
 Spider-Man,2023,"Animation, Action, Adventure, Science Fiction",7.4,"$100,000,000.00","$690,897,910.00"
 The Martian,2015,"Drama, Adventure, Science Fiction",8.0,"$108,000,000.00","$631,058,917.00"
 The Greatest Showman,2017,Drama,7.5,"$84,000,000.00","$459,066,134.00"
 I Can Only Imagine,2018,"Music, Drama",7.3,"$7,000,000.00","$86,026,201.00"
 The Talented Mr. Ripley,1999,"Thriller, Crime, Drama",7.4,"$40,000,000.00","$128,798,265.00"
 While You Were Sleeping,1995,"Romance, Comedy",6.8,"$17,000,000.00","$182,100,000.00"
 Harry Potter and the Half-Blood Prince,2009,"Adventure, Fantasy",7.6,"$250,000,000.00","$933,959,197.00"
 The Fast and the Furious: Tokyo Drift,2006,"Action, Crime, Drama, Thriller",6.0,"$85,000,000.00","$158,964,610.00"
 Knock at the Cabin,2023,"Thriller, Mystery, Horror",6.1,"$20,000,000.00","$54,700,000.00"
 Braveheart,1995,"Action, Drama, History, War",8.3,"$72,000,000.00","$213,200,000.00"
 Basic Instinct,1992,"Thriller, Mystery",7.0,"$49,000,000.00","$352,927,224.00"
 The Hangover,2009,Comedy,7.7,"$35,000,000.00","$469,310,836.00"
8 Mile,2002,"Drama, Music",7.2,"$41,000,000.00","$242,875,078.00"
 Percy Jackson & the Olympians: The Lightning Thief,2010,"Adventure, Fantasy, Family",5.9,"$95,000,000.00","$226,497,209.00"
 About Time,2013,"Drama, Romance, Fantasy",7.8,"$12,000,000.00","$87,100,449.00"
 The Revenant,2015,"Western, Drama, Adventure",8.0,"$135,000,000.00","$532,950,503.00"
 Pale Rider,1985,"Western, Drama",7.3,"$6,900,000.00","$41,400,000.00"
Kung Fu Panda 3,2016,"Action, Adventure, Animation, Comedy, Family",7.1,"$145,000,000.00","$521,170,825.00"
 Boogie Nights,1997,Drama,7.9,"$15,000,000.00","$43,101,594.00"
 The Matrix Resurrections,2021,"Science Fiction, Action, Adventure",5.7,"$190,000,000.00","$156,497,322.00"
 Meet Joe Black,1998,"Fantasy, Drama, Romance",7.2,"$90,000,000.00","$142,940,100.00"
 The Maze Runner,2014,"Action, Mystery, Science Fiction, Thriller",6.8,"$34,000,000.00","$348,319,861.00"
 Puss in Boots: The Last Wish,2022,"Animation, Adventure, Fantasy, Comedy, Family",7.8,"$90,000,000.00","$484,700,000.00"
 One Flew Over the Cuckoo's Nest,1975,Drama,8.7,"$3,000,000.00","$108,981,275.00"
 Batman Begins,2005,"Action, Crime, Drama",8.2,"$150,000,000.00","$374,218,673.00"
 Blockers,2018,Comedy,6.2,"$21,000,000.00","$94,017,294.00"
 Jumanji,2019,"Adventure, Comedy, Fantasy",7.1,"$125,000,000.00","$801,693,929.00"
 The Mummy,1999,"Adventure, Action, Fantasy",7.1,"$80,000,000.00","$415,885,488.00"
 Indiana Jones and the Last Crusade,1989,"Adventure, Action",8.2,"$48,000,000.00","$474,171,806.00"
 Nope,2022,"Horror, Mystery, Science Fiction",6.8,"$68,000,000.00","$170,823,080.00"
 Uncut Gems,2019,"Drama, Thriller, Crime",7.4,"$19,000,000.00","$50,023,780.00"
 Surviving Christmas,2004,"Comedy, Romance",5.4,"$45,000,000.00","$14,793,624.00"
 The Grand Budapest Hotel,2014,"Comedy, Drama",8.1,"$30,000,000.00","$174,600,318.00"
 Bridget Jones's Diary,2001,"Comedy, Romance, Drama",6.8,"$25,000,000.00","$281,929,795.00"
1917,2019,"War, History, Thriller, Drama",8.2,"$100,000,000.00","$394,638,258.00"
 The Last Duel,2021,"History, Drama, Action",7.4,"$100,000,000.00","$30,500,000.00"
 The Lost City,2022,"Action, Adventure, Comedy",6.1,"$74,000,000.00","$192,907,684.00"
 West Side Story,2021,"Drama, Romance, Crime",7.1,"$100,000,000.00","$76,016,171.00"
 American History X,1998,Drama,8.5,"$20,000,000.00","$23,900,000.00"
 The Pianist,2002,"Drama, War",8.5,"$35,000,000.00","$120,098,945.00"
 The Star,2015,"Adventure, Action, Science Fiction",6.3,"$245,000,000.00","$2,068,223,624.00"
 Dunkirk,2017,"War, Action, Drama",7.8,"$150,000,000.00","$527,000,000.00"
 A Clockwork Orange,1971,"Science Fiction, Crime",8.3,"$2,200,000.00","$27,033,812.00"
 Encanto,2021,"Animation, Comedy, Family, Fantasy",7.2,"$135,000,000.00","$261,289,554.00"
 The Social Network,2010,Drama,7.8,"$40,000,000.00","$224,920,315.00"
 Trolls,2023,"Animation, Family, Music, Fantasy, Comedy",6.4,"$95,000,000.00","$207,318,137.00"
 Hacksaw Ridge,2016,"Drama, History, War",8.1,"$40,000,000.00","$175,302,354.00"
 The Phantom of the Opera,2004,"Thriller, Drama, Romance",7.2,"$70,000,000.00","$154,674,241.00"
 Once Upon a Time in America,1984,"Drama, Crime",8.3,"$30,000,000.00","$5,500,000.00"
 Fatman,2020,"Action, Comedy, Fantasy",5.9,"$20,000,000.00","$1,651,413.00"
 Donnie Darko,2001,"Fantasy, Drama, Mystery",8.0,"$4,500,000.00","$7,500,000.00"
 Uncle Buck,1989,"Comedy, Drama, Family",7.1,"$15,000,000.00","$79,300,000.00"
 The Other Guys,2010,"Action, Comedy, Crime",6.6,"$100,000,000.00","$170,432,927.00"
 The Girl Next Door,2004,"Comedy, Romance",6.7,"$21,000,000.00","$31,635,150.00"
 Almost Famous,2000,"Drama, Music",7.9,"$60,000,000.00","$47,386,287.00"
 Snatch,2000,"Crime, Comedy",8.2,"$10,000,000.00","$83,600,000.00"
 Batman v Superman: Dawn of Justice,2016,"Action, Adventure, Fantasy",6.5,"$250,000,000.00","$874,362,803.00"
 Ratatouille,2007,"Animation, Comedy, Family, Fantasy",8.1,"$150,000,000.00","$623,726,000.00"
 Jojo Rabbit,2019,"Comedy, War, Drama",7.9,"$14,000,000.00","$82,468,705.00"
 The Lighthouse,2019,"Drama, Fantasy, Thriller",7.4,"$11,000,000.00","$18,100,000.00"
 Avengers: Infinity War,2018,"Adventure, Action, Science Fiction",8.4,"$300,000,000.00","$2,052,415,039.00"
 The Girl with the Dragon Tattoo,2011,"Thriller, Crime, Mystery",7.8,"$90,000,000.00","$232,617,430.00"
 Fury,2014,"War, Drama, Action",7.6,"$68,000,000.00","$211,817,906.00"
 The Fabelmans,2022,Drama,7.5,"$40,000,000.00","$45,629,909.00"
 The Unbearable Weight of Massive Talent,2022,"Action, Comedy, Crime",7.0,"$30,000,000.00","$29,116,320.00"
 Star Wars: Episode IX - The Rise of Skywalker,2019,"Adventure, Action, Science Fiction",6.4,"$416,000,000.00","$1,074,144,248.00"
 PAW Patrol: The Mighty Movie,2023,"Animation, Family, Action, Science Fiction, Comedy, Drama, Adventure",6.0,"$30,000,000.00","$202,231,360.00"
 Star Wars: Episode I - The Phantom Menace,1999,"Adventure, Action, Science Fiction",6.5,"$115,000,000.00","$924,317,558.00"
 Crocodile Dundee,1986,"Adventure, Comedy",6.6,"$5,000,000.00","$328,203,506.00"
 Stand by Me,1986,"Crime, Drama",8.1,"$8,000,000.00","$52,300,000.00"
 The Big Short,2015,"Comedy, Drama",7.8,"$28,000,000.00","$133,346,506.00"
 Matilda,2022,"Family, Comedy, Fantasy",7.0,"$25,000,000.00","$35,617,120.00"
 True Romance,1993,"Action, Crime, Romance",7.9,"$12,500,000.00","$12,600,000.00"
 The Autopsy of Jane Doe,2016,"Horror, Mystery",6.8,"$4,000,000.00","$6,170,043.00"
 The Outlaw Josey Wales,1976,Western,7.8,"$3,700,000.00","$31,800,000.00"
 Baywatch,2017,"Comedy, Action, Crime",5.5,"$69,000,000.00","$177,900,000.00"
 Operation Fortune: Ruse de Guerre,2023,"Action, Thriller, Comedy, Adventure",6.3,"$50,000,000.00","$37,800,000.00"
 Brothers,2005,"Adventure, Fantasy, Action, Comedy, Thriller",7.1,"$88,000,000.00","$105,300,000.00"
 Sin City,2014,"Crime, Action, Thriller",8.0,"$65,000,000.00","$39,400,000.00"
 I.S.S.,2024,"Science Fiction, Thriller",6.8,"$13,800,000.00","$6,605,079.00"
 Mission: Impossible - Fallout,2018,"Action, Adventure",7.7,"$178,000,000.00","$791,658,205.00"
 GoldenEye,1995,"Adventure, Action, Thriller",7.2,"$60,000,000.00","$352,194,034.00"
 Wonder Woman,2017,"Action, Adventure, Fantasy",7.4,"$149,000,000.00","$823,970,682.00"
 Full Metal Jacket,1987,"Drama, War",8.3,"$30,000,000.00","$46,357,676.00"
Deadpool 2,2018,"Action, Comedy, Adventure",7.6,"$110,000,000.00","$785,896,632.00"
 Die Hard with a Vengeance,1995,"Action, Thriller",7.6,"$90,000,000.00","$366,101,666.00"
 Zodiac,2012,"Action, Adventure",7.7,"$26,000,000.00","$171,300,000.00"
 Belfast,2021,"Drama, History",7.2,"$11,000,000.00","$49,158,343.00"
 The Book of Clarence,2024,"Adventure, Comedy, Drama",,"$40,000,000.00","$6,205,230.00"
 Idiocracy,2006,"Comedy, Science Fiction, Adventure",6.5,"$30,000,000.00","$495,303.00"
 BlacKkKlansman,2018,"Crime, Comedy, Drama",7.5,"$15,000,000.00","$93,411,426.00"
 After Everything,2023,"Romance, Drama",4.6,"$14,000,000.00","$10,600,000.00"
 Speak No Evil,2024,"Horror, Thriller",6.6,"$15,000,000.00","$76,743,256.00"
 Batman Returns,1992,"Action, Fantasy",7.1,"$80,000,000.00","$280,000,000.00"
 Lost in Translation,2003,"Drama, Romance",7.7,"$4,000,000.00","$119,723,856.00"
 The Devil Wears Prada,2006,"Drama, Comedy",6.9,"$35,000,000.00","$326,706,115.00"
 What Happens Later,2023,"Romance, Comedy",4.9,"$3,000,000.00","$3,370,345.00"
 Kingsman: The Secret Service,2015,"Crime, Comedy, Action, Adventure",7.7,"$81,000,000.00","$414,351,546.00"
 Edward Scissorhands,1990,"Fantasy, Drama, Romance",7.9,"$20,000,000.00","$86,024,005.00"
 Cocaine Bear,2023,"Thriller, Comedy, Crime",5.9,"$32,500,000.00","$88,314,672.00"
 Reservoir Dogs,1992,"Crime, Thriller",8.3,"$1,200,000.00","$2,859,750.00"
 Winnie the Pooh: Blood and Honey,2024,"Horror, Thriller",2.9,"$415,000.00","$7,582,541.00"
 Snowpiercer,2013,"Action, Science Fiction, Drama",7.1,"$39,200,000.00","$86,758,912.00"
 Iron Man,2008,"Action, Science Fiction, Adventure",7.9,"$140,000,000.00","$585,174,222.00"
 Indiana Jones and the Kingdom of the Crystal Skull,2008,"Adventure, Action",6.2,"$185,000,000.00","$786,636,033.00"
 Under the Skin,2014,"Thriller, Science Fiction, Drama",6.3,"$13,300,000.00","$5,735,963.00"
 The Gray Man,2022,"Action, Thriller",6.5,"$200,000,000.00","$454,023.00"
The Adventures of Sharkboy and Lavagirl 3-D,2005,"Adventure, Family, Science Fiction",3.7,"$50,000,000.00","$72,000,000.00"
 Clue,1995,"Comedy, Romance, Drama",7.2,"$12,000,000.00","$56,631,572.00"
 Carol,2009,"Animation, Family, Fantasy",7.2,"$200,000,000.00","$325,300,000.00"
 Men in Black,2019,"Comedy, Science Fiction, Action",7.3,"$110,000,000.00","$253,890,701.00"
 Bram Stoker's Dracula,1992,"Romance, Horror",7.4,"$40,000,000.00","$215,862,692.00"
 DC League of Super-Pets,2022,"Animation, Action, Family, Comedy, Science Fiction",7.1,"$90,000,000.00","$203,000,000.00"
 Eternals,2021,"Science Fiction, Action, Adventure",6.3,"$200,000,000.00","$402,064,899.00"
 Ocean's Eleven,2001,"Thriller, Crime",7.7,"$85,000,000.00","$450,717,150.00"
 Ghostbusters: Afterlife,2021,"Fantasy, Comedy, Adventure, Science Fiction",7.1,"$75,000,000.00","$204,334,455.00"
13 Going on 30,2004,"Comedy, Fantasy, Romance",6.3,"$37,000,000.00","$96,500,000.00"
 Serendipity,2001,"Comedy, Romance, Drama",6.8,"$28,000,000.00","$77,516,304.00"
 Edge of Tomorrow,2014,"Action, Science Fiction",7.9,"$178,000,000.00","$370,541,256.00"
 Beetlejuice,2024,"Comedy, Fantasy, Horror",7.5,"$100,000,000.00","$451,072,781.00"
 Toy Story,1995,"Animation, Adventure, Family, Comedy",8.3,"$30,000,000.00","$394,436,586.00"
 Ant-Man and the Wasp: Quantumania,2023,"Action, Adventure, Science Fiction",6.1,"$388,369,742.00","$476,071,180.00"
 The Nice Guys,2016,"Comedy, Crime, Action",7.4,"$50,000,000.00","$71,261,763.00"
 Inside Out,2024,"Animation, Adventure, Comedy, Drama, Family",8.1,"$200,000,000.00","$1,698,451,580.00"
 Not Another Teen Movie,2001,Comedy,5.8,"$16,000,000.00","$66,468,332.00"
28 Days Later,2002,"Horror, Thriller, Science Fiction",7.5,"$8,000,000.00","$85,700,000.00"
 Doctor Strange in the Multiverse of Madness,2022,"Fantasy, Action, Adventure",6.9,"$200,000,000.00","$955,775,804.00"
 The Breakfast Club,1985,"Comedy, Drama",7.8,"$1,000,000.00","$51,525,171.00"
 Jennifer's Body,2009,"Horror, Comedy",5.5,"$16,000,000.00","$31,556,061.00"
 Jurassic World Dominion,2022,"Adventure, Action, Science Fiction",5.6,"$165,000,000.00","$1,001,978,080.00"
" Silent Night, Deadly Night",1984,"Thriller, Horror",5.8,"$1,065,000.00","$2,491,460.00"
 Trolls World Tour,2020,"Family, Animation, Comedy, Fantasy, Adventure, Music",6.1,"$90,000,000.00","$49,276,818.00"
 A Knight's Tale,2001,"Adventure, Drama, Romance, Action",7.0,"$65,000,000.00","$117,487,473.00"
 Licence to Kill,1989,"Adventure, Action, Thriller",6.6,"$32,000,000.00","$156,167,015.00"
John Wick: Chapter 3 - Parabellum,2019,"Action, Thriller, Crime",7.4,"$55,000,000.00","$326,709,727.00"
 Shrek,2001,"Animation, Comedy, Fantasy, Adventure, Family",7.9,"$60,000,000.00","$488,628,188.00"
 The Meg,2023,"Action, Science Fiction, Horror",5.6,"$129,000,000.00","$384,056,482.00"
 Alita: Battle Angel,2019,"Action, Science Fiction, Adventure",7.3,"$170,000,000.00","$405,000,000.00"
 Dear John,2010,"Drama, Romance, War",6.3,"$25,000,000.00","$114,977,104.00"
 Jurassic World,2022,"Adventure, Action, Science Fiction",6.9,"$165,000,000.00","$1,001,978,080.00"
 What's Eating Gilbert Grape,1993,"Romance, Drama",7.7,"$11,000,000.00","$10,000,000.00"
 Tár,2022,"Music, Drama",7.4,"$35,000,000.00","$29,048,571.00"
 The Blue Lagoon,1991,"Adventure, Drama",5.8,"$11,000,000.00","$2,807,854.00"
 American Hustle,2013,"Drama, Crime",7.2,"$40,000,000.00","$251,171,807.00"
 Smokin' Aces,2006,"Action, Comedy, Crime, Thriller",6.6,"$17,000,000.00","$57,103,895.00"
 The Wicker Man,1973,Horror,7.5,"$810,000.00","$513,000.00"
 Scream,2022,"Horror, Mystery, Thriller",7.4,"$24,000,000.00","$137,743,924.00"
 The Lost Boys,1987,"Horror, Comedy, Thriller",7.2,"$8,500,000.00","$32,222,567.00"
 Love the Coopers,2015,"Drama, Comedy, Family",5.8,"$17,000,000.00","$42,426,912.00"
Kung Fu Panda 2,2011,"Animation, Family, Comedy",7.2,"$150,000,000.00","$665,692,281.00"
 The Avengers,2012,"Science Fiction, Action, Adventure",8.0,"$220,000,000.00","$1,518,815,515.00"
 The Sixth Sense,1999,"Mystery, Thriller, Drama",8.2,"$40,000,000.00","$672,800,000.00"
 Mission: Impossible,2023,"Action, Adventure",7.2,"$291,000,000.00","$567,535,383.00"
 Silver Linings Playbook,2012,"Drama, Comedy, Romance",7.7,"$21,000,000.00","$236,412,453.00"
F9: The Fast Saga,2021,"Action, Adventure, Crime",5.2,"$200,000,000.00","$726,229,501.00"
 Fantastic Beasts: The Secrets of Dumbledore,2022,"Fantasy, Adventure",6.2,"$200,000,000.00","$407,200,000.00"
 In Time,2024,"Romance, Drama",6.7,"$20,000,000.00","$31,818,409.00"
 Jaws,1975,"Horror, Thriller, Adventure",8.1,"$7,000,000.00","$470,653,000.00"
 Platoon,1986,"Drama, War, Action",8.1,"$6,000,000.00","$138,530,565.00"
 Death Proof,2007,"Action, Thriller",7.0,"$25,000,000.00","$31,126,421.00"
